low_price,high_price,open_price,close_price,volume
3351.02,3351.44,3351.44,3351.02,5.86925179
3351.03,3351.03,3351.03,3351.03,4.66803168
3345.26,3351.03,3351.03,3350.83,2.39736184
3345.26,3350.01,3350.01,3345.28,21.8379591
3345.29,3350.54,3345.29,3350.54,1.59720325
3342.4,3350.54,3350.54,3347.52,4.24865268
3342.47,3349.88,3347.01,3348.76,3.84531583
3346.21,3349.99,3346.9,3349.99,5.94610345
3349.98,3351.0,3349.99,3351.0,3.1576355
3350.0,3351.44,3351.0,3351.44,2.08219423
3351.44,3355.46,3351.44,3355.46,3.08970305
3355.61,3357.68,3355.83,3357.03,4.34940921
3357.02,3357.03,3357.03,3357.03,2.32485204
3357.02,3357.03,3357.03,3357.03,3.31135015
3357.03,3360.2,3357.03,3359.87,23.01225911
3358.19,3370.0,3359.03,3370.0,17.95954515
3365.77,3378.64,3370.0,3368.21,14.57279917
3366.95,3370.0,3368.2,3369.32,8.42244026
3368.51,3369.32,3369.32,3368.52,1.86737559
3368.51,3368.52,3368.52,3368.52,1.47506846
3368.51,3393.25,3368.52,3384.25,38.94422569
3382.35,3393.0,3384.25,3391.33,13.75621255
3383.61,3391.33,3391.33,3383.61,11.5630207
3383.61,3389.02,3389.02,3383.81,4.22858478
3383.81,3388.66,3383.81,3388.26,10.07600802
3388.25,3391.33,3388.26,3391.32,14.50281528
3391.32,3391.33,3391.33,3391.33,3.36838544
3373.99,3391.33,3391.33,3379.77,20.81280073
3368.51,3379.79,3379.77,3368.52,9.35129679
3368.52,3375.0,3368.52,3375.0,7.95051845
3374.9,3379.97,3374.99,3375.55,6.68067693
3375.55,3384.97,3375.55,3384.83,5.97729421
3379.67,3384.32,3381.5,3379.68,5.40479958
3379.67,3379.68,3379.67,3379.68,1.82906468
3375.0,3379.68,3379.68,3375.05,9.8815963
3375.04,3383.61,3375.05,3381.97,11.01070788
3378.14,3382.54,3382.54,3378.92,2.56337776
3378.13,3383.53,3378.92,3380.73,11.71341603
3380.48,3384.89,3380.72,3382.13,5.96100909
3378.0,3381.62,3381.04,3378.01,8.53161476
3376.0,3378.01,3378.01,3376.13,6.21701567
3376.12,3376.13,3376.13,3376.13,2.37001108
3376.12,3384.65,3376.13,3384.31,5.71417175
